EmployeeNumber,Age,age_band,Gender,MaritalStatus,Department,JobRole,JobLevel,Education_label,EducationField,BusinessTravel,DistanceFromHome,OverTime,MonthlyIncome,income_quartile,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,tenure_band,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,JobSatisfaction_label,EnvironmentSatisfaction_label,RelationshipSatisfaction_label,JobInvolvement_label,WorkLifeBalance_label,satisfaction_band,PerformanceRating,Attrition,attrition_flag
1237,36,36 to 45,Female,Divorced,Research & Development,Manufacturing Director,3,3 Bachelor,Technical Degree,Travel_Rarely,1,Yes,10252,Q4 highest,21,1,17,7,6 to 10,7,7,7,2,2,1 Low,3 High,3 High,1 Low,3 Better,Below average,4,No,0
1238,33,26 to 35,Male,Married,Research & Development,Research Scientist,1,3 Bachelor,Medical,Travel_Rarely,9,No,2781,Q1 lowest,13,1,15,14,Over 10,10,4,10,0,5,4 Very High,1 Low,2 Medium,3 High,3 Better,Below average,3,No,0
1239,40,36 to 45,Female,Divorced,Sales,Sales Executive,2,3 Bachelor,Technical Degree,Travel_Rarely,10,No,6852,Q3,12,1,7,5,3 to 5,1,1,3,7,2,2 Medium,2 Medium,2 Medium,2 Medium,4 Best,Below average,3,No,0
1240,25,18 to 25,Male,Single,Sales,Sales Executive,2,4 Master,Life Sciences,Travel_Rarely,10,No,4950,Q3,14,0,5,4,3 to 5,3,1,1,0,4,4 Very High,3 High,2 Medium,3 High,3 Better,Good,3,No,0
1241,30,26 to 35,Male,Married,Research & Development,Research Scientist,1,3 Bachelor,Medical,Travel_Rarely,1,Yes,3579,Q2,21,1,12,11,Over 10,9,5,7,0,2,2 Medium,4 Very High,1 Low,3 High,3 Better,Below average,4,No,0
1242,42,36 to 45,Female,Married,Research & Development,Research Director,3,5 Doctor,Medical,Travel_Frequently,26,Yes,13191,Q4 highest,17,0,20,1,Under 1 year,0,0,0,3,6,1 Low,1 Low,3 High,3 High,3 Better,Low,3,No,0
1243,35,26 to 35,Female,Married,Sales,Sales Executive,3,2 College,Marketing,Non-Travel,8,Yes,10377,Q4 highest,11,1,16,13,Over 10,2,4,12,4,6,4 Very High,3 High,2 Medium,2 Medium,2 Good,Below average,3,No,0
1244,27,26 to 35,Male,Married,Research & Development,Research Scientist,1,3 Bachelor,Life Sciences,Travel_Rarely,14,Yes,2235,Q1 lowest,14,2,9,9,6 to 10,7,6,8,1,3,1 Low,1 Low,4 Very High,3 High,2 Good,Low,3,No,0
1245,54,46 to 60,Female,Divorced,Research & Development,Manufacturing Director,3,4 Master,Life Sciences,Travel_Frequently,1,No,10502,Q4 highest,17,1,33,5,3 to 5,4,1,4,7,2,3 High,4 Very High,1 Low,3 High,1 Bad,Below average,3,No,0
1246,44,36 to 45,Female,Married,Research & Development,Research Scientist,1,1 Below College,Life Sciences,Travel_Rarely,2,No,2011,Q1 lowest,13,1,10,10,6 to 10,5,7,7,1,5,4 Very High,1 Low,4 Very High,4 Very High,3 Better,Good,3,No,0
1248,19,18 to 25,Female,Single,Research & Development,Research Scientist,1,3 Bachelor,Medical,Non-Travel,10,Yes,1859,Q1 lowest,25,0,1,1,Under 1 year,1,0,0,1,2,2 Medium,1 Low,2 Medium,2 Medium,4 Best,Below average,4,Yes,1
1249,29,26 to 35,Female,Divorced,Research & Development,Research Scientist,1,3 Bachelor,Life Sciences,Travel_Rarely,1,No,3760,Q2,15,3,3,3,3 to 5,2,1,2,1,5,4 Very High,1 Low,1 Low,3 High,3 Better,Below average,3,No,0
1250,54,46 to 60,Male,Married,Research & Development,Research Director,4,3 Bachelor,Life Sciences,Travel_Rarely,3,No,17779,Q4 highest,14,0,36,10,6 to 10,9,0,9,3,2,4 Very High,4 Very High,1 Low,3 High,3 Better,Good,3,No,0
1251,31,26 to 35,Male,Married,Research & Development,Healthcare Representative,2,2 College,Medical,Travel_Rarely,11,Yes,6833,Q3,12,0,6,6,6 to 10,5,0,1,1,2,1 Low,3 High,4 Very High,3 High,2 Good,Below average,3,No,0
1252,31,26 to 35,Female,Single,Research & Development,Healthcare Representative,2,3 Bachelor,Medical,Travel_Rarely,24,No,6812,Q3,19,0,10,10,6 to 10,9,1,8,1,2,1 Low,3 High,2 Medium,2 Medium,3 Better,Below average,3,No,0
1254,59,46 to 60,Female,Single,Sales,Sales Executive,2,3 Bachelor,Life Sciences,Travel_Rarely,3,No,5171,Q3,17,0,13,6,6 to 10,1,0,5,5,2,4 Very High,3 High,4 Very High,2 Medium,3 Better,Good,3,No,0
1255,43,36 to 45,Male,Married,Research & Development,Research Director,5,3 Bachelor,Life Sciences,Travel_Rarely,3,No,19740,Q4 highest,14,1,25,8,6 to 10,7,0,7,3,2,4 Very High,3 High,2 Medium,1 Low,3 Better,Good,3,No,0
1256,49,46 to 60,Male,Married,Research & Development,Manager,5,2 College,Medical,Travel_Rarely,4,No,18711,Q4 highest,13,1,23,1,Under 1 year,0,0,0,2,2,3 High,1 Low,3 High,2 Medium,4 Best,Below average,3,No,0
1257,36,36 to 45,Male,Married,Research & Development,Research Scientist,1,3 Bachelor,Technical Degree,Travel_Frequently,3,No,3692,Q2,12,0,12,11,Over 10,10,0,7,1,2,2 Medium,3 High,3 High,3 High,2 Good,Below average,3,No,0
1258,48,46 to 60,Male,Single,Research & Development,Laboratory Technician,1,2 College,Technical Degree,Travel_Rarely,2,No,2559,Q1 lowest,11,0,7,1,Under 1 year,0,0,0,5,4,2 Medium,4 Very High,3 High,4 Very High,2 Good,Below average,3,No,0
1259,27,26 to 35,Male,Divorced,Research & Development,Research Scientist,1,2 College,Life Sciences,Travel_Rarely,4,No,2517,Q1 lowest,11,3,5,5,3 to 5,3,0,3,1,2,3 High,1 Low,2 Medium,3 High,3 Better,Below average,3,No,0
1260,29,26 to 35,Male,Divorced,Research & Development,Healthcare Representative,2,3 Bachelor,Life Sciences,Travel_Rarely,7,Yes,6623,Q3,11,2,6,6,6 to 10,0,1,0,1,2,4 Very High,3 High,2 Medium,3 High,3 Better,Good,3,No,0
1263,48,46 to 60,Male,Single,Research & Development,Research Director,5,3 Bachelor,Life Sciences,Travel_Rarely,1,No,18265,Q4 highest,12,0,25,1,Under 1 year,0,0,0,6,3,4 Very High,4 Very High,3 High,2 Medium,4 Best,High,3,No,0
1264,29,26 to 35,Female,Divorced,Research & Development,Research Director,4,3 Bachelor,Life Sciences,Travel_Rarely,1,No,16124,Q4 highest,14,2,9,7,6 to 10,7,1,7,3,2,4 Very High,4 Very High,2 Medium,2 Medium,2 Good,Good,3,No,0
1265,34,26 to 35,Female,Married,Research & Development,Research Scientist,1,3 Bachelor,Technical Degree,Travel_Rarely,20,No,2585,Q1 lowest,17,0,2,1,Under 1 year,0,0,0,0,5,3 High,3 High,4 Very High,4 Very High,2 Good,Good,3,No,0
1267,44,36 to 45,Male,Married,Sales,Manager,5,3 Bachelor,Marketing,Travel_Rarely,5,No,18213,Q4 highest,11,1,26,22,Over 10,9,3,10,7,5,2 Medium,2 Medium,3 High,3 High,3 Better,Below average,3,No,0
1268,33,26 to 35,Male,Divorced,Sales,Sales Executive,3,5 Doctor,Marketing,Travel_Rarely,10,Yes,8380,Q4 highest,14,2,10,9,6 to 10,8,0,8,0,3,3 High,4 Very High,4 Very High,4 Very High,3 Better,Good,3,No,0
1269,19,18 to 25,Female,Single,Research & Development,Research Scientist,1,3 Bachelor,Life Sciences,Travel_Rarely,25,Yes,2994,Q2,12,0,1,1,Under 1 year,0,0,1,1,2,4 Very High,2 Medium,4 Very High,4 Very High,3 Better,Good,3,No,0
1270,23,18 to 25,Male,Married,Research & Development,Research Scientist,1,2 College,Life Sciences,Travel_Rarely,1,No,1223,Q1 lowest,22,1,1,1,Under 1 year,0,0,1,1,2,3 High,4 Very High,4 Very High,3 High,3 Better,Good,4,No,0
1273,25,18 to 25,Male,Single,Sales,Sales Representative,1,1 Below College,Life Sciences,Travel_Frequently,24,Yes,1118,Q1 lowest,14,0,1,1,Under 1 year,0,1,0,1,4,4 Very High,3 High,4 Very High,1 Low,3 Better,Good,3,Yes,1
1275,26,26 to 35,Male,Single,Research & Development,Research Scientist,1,2 College,Life Sciences,Travel_Rarely,4,Yes,2875,Q1 lowest,20,0,8,8,6 to 10,5,2,2,1,2,4 Very High,3 High,2 Medium,3 High,2 Good,Below average,4,No,0
1277,45,36 to 45,Female,Single,Sales,Manager,5,3 Bachelor,Marketing,Travel_Rarely,2,Yes,18824,Q4 highest,16,0,26,24,Over 10,10,1,11,2,2,2 Medium,1 Low,1 Low,1 Low,3 Better,Low,3,Yes,1
1278,55,46 to 60,Male,Divorced,Research & Development,Healthcare Representative,4,1 Below College,Medical,Non-Travel,8,Yes,13577,Q4 highest,15,1,34,33,Over 10,9,15,0,1,3,2 Medium,4 Very High,4 Very High,2 Medium,3 Better,Good,3,No,0
1279,21,18 to 25,Female,Single,Research & Development,Laboratory Technician,1,2 College,Life Sciences,Travel_Frequently,10,No,2625,Q1 lowest,20,0,2,2,1 to 2,2,2,2,1,2,3 High,1 Low,3 High,2 Medium,1 Bad,Low,4,Yes,1
1280,46,46 to 60,Female,Married,Sales,Manager,5,2 College,Marketing,Travel_Rarely,4,No,18789,Q4 highest,14,1,26,11,Over 10,4,0,8,2,2,2 Medium,4 Very High,3 High,2 Medium,3 Better,Good,3,No,0
1281,34,26 to 35,Female,Single,Sales,Sales Executive,2,3 Bachelor,Marketing,Travel_Rarely,2,Yes,4538,Q2,12,0,4,3,3 to 5,2,0,2,0,3,1 Low,3 High,4 Very High,3 High,3 Better,Below average,3,No,0
1282,51,46 to 60,Male,Divorced,Sales,Manager,5,3 Bachelor,Life Sciences,Travel_Frequently,9,Yes,19847,Q4 highest,24,1,31,29,Over 10,10,11,10,4,5,2 Medium,4 Very High,1 Low,3 High,2 Good,Below average,4,No,0
1283,59,46 to 60,Male,Single,Research & Development,Manufacturing Director,3,4 Master,Medical,Travel_Rarely,18,No,10512,Q4 highest,12,0,25,9,6 to 10,7,5,4,6,6,4 Very High,4 Very High,4 Very High,3 High,2 Good,Good,3,No,0
1285,34,26 to 35,Female,Divorced,Research & Development,Laboratory Technician,2,3 Bachelor,Medical,Travel_Frequently,19,No,4444,Q2,13,2,15,11,Over 10,8,5,10,4,2,2 Medium,3 High,3 High,3 High,4 Best,Good,3,No,0
1286,28,26 to 35,Male,Single,Research & Development,Laboratory Technician,1,4 Master,Medical,Travel_Frequently,1,Yes,2154,Q1 lowest,11,0,5,4,3 to 5,2,0,2,0,2,3 High,4 Very High,3 High,3 High,2 Good,Good,3,No,0
1288,44,36 to 45,Male,Divorced,Research & Development,Manager,5,2 College,Life Sciences,Travel_Rarely,4,No,19190,Q4 highest,14,2,26,25,Over 10,9,14,13,1,4,1 Low,3 High,4 Very High,4 Very High,2 Good,Below average,3,No,0
1289,34,26 to 35,Male,Married,Human Resources,Human Resources,2,3 Bachelor,Life Sciences,Travel_Frequently,11,No,4490,Q2,11,2,14,10,6 to 10,9,1,8,4,5,2 Medium,3 High,4 Very High,2 Medium,4 Best,Good,3,No,0
1291,35,26 to 35,Male,Married,Research & Development,Research Scientist,1,1 Below College,Life Sciences,Travel_Rarely,6,Yes,3506,Q2,14,0,4,3,3 to 5,2,2,2,0,3,3 High,3 High,4 Very High,3 High,3 Better,Good,3,No,0
1292,42,36 to 45,Female,Married,Research & Development,Research Scientist,2,4 Master,Medical,Travel_Rarely,7,Yes,2372,Q1 lowest,16,0,18,1,Under 1 year,0,0,0,6,2,2 Medium,2 Medium,4 Very High,4 Very High,3 Better,Below average,3,No,0
1293,43,36 to 45,Female,Single,Sales,Sales Executive,3,4 Master,Marketing,Travel_Rarely,4,No,10231,Q4 highest,14,0,23,21,Over 10,7,15,17,3,3,4 Very High,4 Very High,4 Very High,2 Medium,4 Best,High,3,No,0
1294,36,36 to 45,Female,Single,Research & Development,Manufacturing Director,2,4 Master,Life Sciences,Travel_Rarely,2,Yes,5410,Q3,11,0,18,16,Over 10,14,5,12,9,2,2 Medium,3 High,4 Very High,3 High,3 Better,Good,3,No,0
1295,44,36 to 45,Female,Married,Research & Development,Healthcare Representative,3,3 Bachelor,Medical,Travel_Rarely,15,No,7978,Q3,11,1,10,10,6 to 10,7,0,5,1,2,4 Very High,1 Low,4 Very High,3 High,3 Better,Good,3,Yes,1
1296,28,26 to 35,Male,Married,Research & Development,Laboratory Technician,1,3 Bachelor,Life Sciences,Travel_Frequently,2,Yes,3867,Q2,12,1,2,2,1 to 2,2,2,2,1,2,4 Very High,4 Very High,2 Medium,2 Medium,3 Better,Good,3,No,0
1297,51,46 to 60,Female,Single,Research & Development,Laboratory Technician,1,2 College,Medical,Travel_Frequently,6,No,2838,Q1 lowest,14,0,8,7,6 to 10,0,7,7,0,6,3 High,2 Medium,2 Medium,2 Medium,2 Good,Below average,3,No,0
1298,30,26 to 35,Female,Single,Research & Development,Manufacturing Director,2,2 College,Medical,Non-Travel,9,Yes,4695,Q2,18,0,10,8,6 to 10,4,1,7,7,3,3 High,3 High,3 High,3 High,3 Better,Good,3,No,0
1299,29,26 to 35,Female,Divorced,Research & Development,Laboratory Technician,1,3 Bachelor,Technical Degree,Travel_Rarely,7,Yes,3339,Q2,13,2,10,7,6 to 10,7,7,7,3,2,3 High,2 Medium,1 Low,3 High,3 Better,Below average,3,Yes,1
1301,28,26 to 35,Male,Single,Research & Development,Research Scientist,1,3 Bachelor,Technical Degree,Travel_Rarely,1,No,2080,Q1 lowest,11,0,5,3,3 to 5,2,1,2,2,2,1 Low,4 Very High,2 Medium,3 High,2 Good,Below average,3,No,0
1303,25,18 to 25,Female,Single,Research & Development,Research Scientist,1,3 Bachelor,Medical,Travel_Rarely,1,No,2096,Q1 lowest,18,0,2,2,1 to 2,2,2,1,1,3,2 Medium,4 Very High,4 Very High,3 High,2 Good,Good,3,No,0
1304,32,26 to 35,Male,Married,Sales,Sales Executive,2,3 Bachelor,Medical,Travel_Rarely,8,No,6209,Q3,15,2,10,10,6 to 10,7,0,8,1,4,4 Very High,3 High,3 High,4 Very High,4 Best,Good,3,No,0
1306,45,36 to 45,Female,Single,Research & Development,Manager,5,3 Bachelor,Medical,Travel_Frequently,25,No,18061,Q4 highest,22,0,22,0,Under 1 year,0,0,0,3,4,2 Medium,2 Medium,3 High,3 High,3 Better,Below average,4,No,0
1307,39,36 to 45,Female,Divorced,Research & Development,Manager,4,4 Master,Medical,Travel_Rarely,13,Yes,17123,Q4 highest,13,2,21,19,Over 10,9,15,2,6,4,2 Medium,3 High,4 Very High,2 Medium,3 Better,Good,3,No,0
1308,58,46 to 60,Male,Divorced,Research & Development,Research Scientist,1,4 Master,Life Sciences,Travel_Rarely,23,No,2372,Q1 lowest,12,2,2,2,1 to 2,2,2,2,1,3,3 High,1 Low,4 Very High,3 High,3 Better,Below average,3,No,0
1309,32,26 to 35,Male,Married,Research & Development,Laboratory Technician,2,2 College,Life Sciences,Travel_Rarely,7,No,4883,Q2,18,1,10,10,6 to 10,4,1,1,1,3,3 High,4 Very High,1 Low,3 High,3 Better,Below average,3,Yes,1
1310,39,36 to 45,Male,Single,Research & Development,Research Scientist,1,3 Bachelor,Medical,Travel_Rarely,23,No,3904,Q2,13,0,6,5,3 to 5,2,0,3,0,2,1 Low,3 High,1 Low,3 High,3 Better,Low,3,Yes,1
1311,30,26 to 35,Female,Married,Research & Development,Laboratory Technician,2,3 Bachelor,Technical Degree,Travel_Rarely,6,No,4627,Q2,12,1,10,9,6 to 10,2,6,7,0,6,4 Very High,1 Low,1 Low,2 Medium,3 Better,Below average,3,No,0
1312,36,36 to 45,Female,Married,Research & Development,Healthcare Representative,3,4 Master,Technical Degree,Travel_Rarely,10,No,7094,Q3,12,0,10,7,6 to 10,7,1,7,3,0,3 High,4 Very High,1 Low,3 High,3 Better,Below average,3,No,0
1314,46,46 to 60,Female,Single,Human Resources,Human Resources,1,2 College,Life Sciences,Travel_Rarely,1,No,3423,Q2,12,0,10,7,6 to 10,6,5,7,6,3,1 Low,4 Very High,3 High,3 High,4 Best,Good,3,No,0
1315,28,26 to 35,Female,Married,Research & Development,Laboratory Technician,2,3 Bachelor,Life Sciences,Non-Travel,1,No,6674,Q3,11,3,10,9,6 to 10,8,7,5,0,6,4 Very High,3 High,1 Low,1 Low,3 Better,Below average,3,No,0
1317,50,46 to 60,Female,Married,Research & Development,Research Director,4,3 Bachelor,Life Sciences,Travel_Rarely,28,Yes,16880,Q4 highest,11,0,25,3,3 to 5,2,1,2,4,2,1 Low,4 Very High,2 Medium,3 High,3 Better,Below average,3,No,0
1318,40,36 to 45,Male,Single,Sales,Sales Executive,3,4 Master,Marketing,Travel_Rarely,25,Yes,9094,Q4 highest,12,0,9,5,3 to 5,4,1,0,2,2,2 Medium,4 Very High,3 High,2 Medium,3 Better,Good,3,Yes,1
1319,52,46 to 60,Male,Single,Sales,Sales Executive,3,3 Bachelor,Life Sciences,Travel_Rarely,5,Yes,8446,Q4 highest,19,0,10,8,6 to 10,7,7,7,9,2,2 Medium,2 Medium,3 High,3 High,2 Good,Below average,3,Yes,1
1321,30,26 to 35,Female,Married,Research & Development,Manager,3,4 Master,Medical,Travel_Rarely,17,Yes,11916,Q4 highest,23,2,9,9,6 to 10,1,0,8,1,2,1 Low,2 Medium,4 Very High,3 High,3 Better,Below average,4,No,0
1322,39,36 to 45,Male,Single,Research & Development,Manufacturing Director,2,2 College,Life Sciences,Travel_Rarely,18,No,4534,Q2,11,0,9,8,6 to 10,7,1,7,0,6,3 High,1 Low,1 Low,3 High,3 Better,Low,3,No,0
1324,31,26 to 35,Female,Divorced,Sales,Sales Executive,3,4 Master,Life Sciences,Non-Travel,2,Yes,9852,Q4 highest,19,1,10,10,6 to 10,8,9,6,1,5,3 High,4 Very High,1 Low,3 High,2 Good,Below average,3,No,0
1329,41,36 to 45,Male,Single,Sales,Sales Executive,2,2 College,Medical,Non-Travel,10,No,6151,Q3,13,0,19,19,Over 10,2,11,9,1,4,2 Medium,3 High,1 Low,1 Low,3 Better,Below average,3,No,0
1331,31,26 to 35,Female,Single,Sales,Sales Representative,1,3 Bachelor,Life Sciences,Travel_Frequently,1,Yes,2302,Q1 lowest,11,0,3,3,3 to 5,2,2,2,1,2,2 Medium,4 Very High,1 Low,3 High,4 Best,Below average,3,Yes,1
1333,44,36 to 45,Male,Married,Research & Development,Laboratory Technician,1,3 Bachelor,Life Sciences,Travel_Rarely,3,No,2362,Q1 lowest,12,0,10,3,3 to 5,2,1,2,4,4,1 Low,1 Low,3 High,3 High,4 Best,Below average,3,Yes,1
1334,42,36 to 45,Male,Married,Research & Development,Manager,4,1 Below College,Life Sciences,Non-Travel,2,Yes,17861,Q4 highest,13,0,21,20,Over 10,8,2,10,0,3,3 High,3 High,4 Very High,3 High,2 Good,Good,3,No,0
1336,55,46 to 60,Female,Married,Research & Development,Manager,5,2 College,Medical,Travel_Rarely,2,No,19187,Q4 highest,14,1,23,19,Over 10,9,9,11,4,5,3 High,4 Very High,4 Very High,1 Low,3 Better,Good,3,No,0
1338,56,46 to 60,Male,Single,Human Resources,Manager,5,4 Master,Life Sciences,Travel_Rarely,8,No,19717,Q4 highest,14,0,36,7,6 to 10,3,7,7,6,4,2 Medium,4 Very High,1 Low,3 High,3 Better,Below average,3,No,0
1340,40,36 to 45,Male,Divorced,Research & Development,Research Scientist,1,2 College,Life Sciences,Non-Travel,16,No,3544,Q2,16,1,6,4,3 to 5,2,0,0,9,0,3 High,3 High,2 Medium,3 High,3 Better,Below average,3,No,0
1344,34,26 to 35,Male,Divorced,Research & Development,Healthcare Representative,3,3 Bachelor,Life Sciences,Travel_Rarely,9,No,8500,Q4 highest,11,1,10,9,6 to 10,7,1,6,0,0,4 Very High,4 Very High,4 Very High,3 High,2 Good,Good,3,No,0
1346,40,36 to 45,Male,Single,Research & Development,Research Scientist,2,3 Bachelor,Life Sciences,Travel_Rarely,2,No,4661,Q2,13,0,9,9,6 to 10,8,8,8,1,4,4 Very High,3 High,3 High,3 High,3 Better,Good,3,No,0
1349,41,36 to 45,Female,Divorced,Sales,Sales Executive,2,3 Bachelor,Marketing,Travel_Frequently,1,No,4103,Q2,17,1,10,9,6 to 10,3,1,7,0,2,1 Low,3 High,4 Very High,3 High,3 Better,Below average,3,No,0
1350,35,26 to 35,Male,Single,Research & Development,Research Scientist,2,4 Master,Life Sciences,Travel_Frequently,4,Yes,4249,Q2,11,0,9,9,6 to 10,6,1,1,1,3,3 High,3 High,2 Medium,3 High,3 Better,Below average,3,No,0
1352,51,46 to 60,Male,Divorced,Human Resources,Manager,4,3 Bachelor,Life Sciences,Travel_Rarely,5,Yes,14026,Q4 highest,11,1,33,33,Over 10,9,0,10,1,2,2 Medium,3 High,2 Medium,3 High,3 Better,Below average,3,No,0
1355,38,36 to 45,Female,Divorced,Sales,Sales Executive,2,2 College,Life Sciences,Travel_Rarely,2,No,6893,Q3,15,1,11,7,6 to 10,7,1,7,3,3,1 Low,2 Medium,4 Very High,3 High,3 Better,Below average,3,No,0
1356,34,26 to 35,Female,Single,Sales,Sales Executive,2,2 College,Medical,Travel_Rarely,15,No,6125,Q3,12,0,10,10,6 to 10,8,9,6,1,6,1 Low,3 High,4 Very High,3 High,4 Best,Good,3,No,0
1358,25,18 to 25,Male,Married,Research & Development,Laboratory Technician,1,1 Below College,Medical,Travel_Rarely,19,No,3669,Q2,11,3,7,3,3 to 5,2,1,2,3,6,4 Very High,4 Very High,3 High,3 High,2 Good,Good,3,No,0
1360,58,46 to 60,Female,Married,Research & Development,Manufacturing Director,3,4 Master,Medical,Travel_Rarely,7,Yes,10008,Q4 highest,14,0,31,10,6 to 10,9,5,9,7,0,1 Low,3 High,4 Very High,2 Medium,2 Good,Below average,3,Yes,1
1361,40,36 to 45,Male,Married,Research & Development,Laboratory Technician,1,4 Master,Life Sciences,Travel_Rarely,1,No,2387,Q1 lowest,22,1,7,4,3 to 5,2,0,3,3,3,2 Medium,2 Medium,3 High,3 High,3 Better,Below average,4,No,0
1362,36,36 to 45,Female,Married,Sales,Sales Executive,2,3 Bachelor,Marketing,Travel_Frequently,7,No,4639,Q2,16,1,17,15,Over 10,7,6,13,2,2,1 Low,1 Low,4 Very High,4 Very High,2 Good,Low,3,No,0
1363,48,46 to 60,Male,Single,Research & Development,Manufacturing Director,3,3 Bachelor,Life Sciences,Travel_Rarely,4,No,7898,Q3,11,0,11,10,6 to 10,9,0,8,1,2,4 Very High,4 Very High,3 High,3 High,3 Better,Good,3,No,0
1364,27,26 to 35,Female,Married,Sales,Sales Representative,1,3 Bachelor,Medical,Travel_Rarely,11,No,2534,Q1 lowest,14,1,5,1,Under 1 year,0,0,0,8,4,4 Very High,3 High,2 Medium,4 Very High,3 Better,Good,3,No,0
1367,51,46 to 60,Female,Single,Research & Development,Manufacturing Director,4,2 College,Technical Degree,Travel_Rarely,11,No,13142,Q4 highest,16,0,29,5,3 to 5,2,0,3,3,1,2 Medium,4 Very High,2 Medium,2 Medium,2 Good,Below average,3,No,0
1368,18,18 to 25,Female,Single,Research & Development,Laboratory Technician,1,3 Bachelor,Life Sciences,Non-Travel,1,No,1611,Q1 lowest,15,0,0,0,Under 1 year,0,0,0,1,5,4 Very High,4 Very High,3 High,3 High,4 Best,High,3,No,0
1369,35,26 to 35,Female,Married,Research & Development,Laboratory Technician,2,3 Bachelor,Medical,Travel_Rarely,1,No,5363,Q3,12,1,10,9,6 to 10,7,0,0,0,0,4 Very High,4 Very High,2 Medium,2 Medium,3 Better,Good,3,No,0
1371,27,26 to 35,Male,Single,Sales,Sales Executive,2,1 Below College,Life Sciences,Travel_Frequently,2,No,5071,Q3,20,0,8,6,6 to 10,2,0,0,3,3,4 Very High,4 Very High,2 Medium,1 Low,3 Better,Good,4,No,0
1372,55,46 to 60,Male,Single,Sales,Sales Executive,4,4 Master,Marketing,Travel_Rarely,13,Yes,13695,Q4 highest,17,0,24,19,Over 10,7,3,8,6,2,3 High,1 Low,3 High,4 Very High,2 Good,Below average,3,Yes,1
1373,56,46 to 60,Male,Married,Research & Development,Manufacturing Director,4,3 Bachelor,Life Sciences,Travel_Rarely,23,Yes,13402,Q4 highest,12,1,33,19,Over 10,16,15,9,4,0,2 Medium,4 Very High,1 Low,3 High,3 Better,Below average,3,No,0
1374,34,26 to 35,Female,Divorced,Research & Development,Research Scientist,1,1 Below College,Technical Degree,Non-Travel,26,No,2029,Q1 lowest,20,3,5,5,3 to 5,4,0,0,1,2,3 High,1 Low,3 High,2 Medium,3 Better,Below average,4,No,0
1375,40,36 to 45,Female,Divorced,Research & Development,Healthcare Representative,2,1 Below College,Medical,Travel_Rarely,2,No,6377,Q3,20,3,15,12,Over 10,11,11,8,5,0,3 High,2 Medium,2 Medium,4 Very High,3 Better,Below average,4,No,0
1377,34,26 to 35,Male,Married,Research & Development,Laboratory Technician,2,3 Bachelor,Medical,Travel_Rarely,29,No,5429,Q3,13,2,10,8,6 to 10,7,7,7,4,1,3 High,2 Medium,1 Low,3 High,3 Better,Below average,3,No,0
1379,31,26 to 35,Female,Single,Sales,Sales Representative,1,3 Bachelor,Life Sciences,Travel_Frequently,2,No,2785,Q1 lowest,14,0,3,1,Under 1 year,0,0,0,7,3,4 Very High,3 High,3 High,2 Medium,4 Best,Good,3,Yes,1
1380,35,26 to 35,Female,Married,Sales,Sales Executive,2,4 Master,Marketing,Travel_Frequently,18,Yes,4614,Q2,18,1,5,4,3 to 5,2,3,2,0,0,3 High,4 Very High,3 High,3 High,2 Good,Good,3,Yes,1
1382,38,36 to 45,Male,Divorced,Research & Development,Research Scientist,1,3 Bachelor,Life Sciences,Travel_Frequently,7,No,2610,Q1 lowest,11,3,4,4,3 to 5,2,0,3,1,2,3 High,4 Very High,4 Very High,4 Very High,3 Better,Good,3,No,0
1383,34,26 to 35,Female,Single,Research & Development,Healthcare Representative,2,4 Master,Technical Degree,Travel_Rarely,2,No,6687,Q3,11,0,14,14,Over 10,11,4,11,1,2,4 Very High,3 High,4 Very High,3 High,4 Best,High,3,No,0
1387,28,26 to 35,Male,Married,Sales,Sales Executive,2,3 Bachelor,Life Sciences,Travel_Rarely,26,No,4724,Q2,11,1,5,5,3 to 5,3,0,4,1,0,1 Low,3 High,3 High,2 Medium,3 Better,Below average,3,No,0
